member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_analogues_local_gaussian,pn_dynamical_adjustment_local_gaussian,pn_adjusted_thermo_ML_gaussian,pn_analogue_sparse_gaussian
r1i1p1f1,0,factual,2004-02-15 12:00:00,34.71524,39.81884,0.690196246431289,0.994681575221119,0.8416085967872987,0.943297616543446,0.9948771175212551,0.9781356890931451
r1i1p1f1,1,factual,2004-03-16 12:00:00,23.957745,46.833332,0.8224945516952165,0.9827614046100867,0.0,0.9231647038741979,0.9767858548028114,0.907238860988901
r1i1p1f1,2,factual,2004-03-16 12:00:00,31.021128,107.708336,0.8513126568832158,0.9107769077248467,0.0,0.8897604735152858,0.9471911502206983,0.9859344986340433
r1i1p1f1,3,factual,2004-03-16 12:00:00,69.5849,282.89474,0.9511209524274559,0.9334603194247534,0.9441671864122703,0.5313113295587937,0.8949984962132789,0.919424801559287
r1i1p1f1,4,factual,2004-03-16 12:00:00,79.33604,286.1508,0.974185603782692,0.9714030225382984,0.8413475892378329,0.95239869882364,0.9260847911445547,0.0
r1i1p1f1,5,factual,2004-04-16 00:00:00,33.416706,39.051723,0.7959195538718956,0.9513245083950936,0.0,0.8156828647412111,0.9482821497237051,0.983131821495015
r1i1p1f1,6,factual,2004-06-16 00:00:00,-77.4313,42.337135,0.8728817819346357,0.7588688356970158,0.0,0.8807280267265037,0.9056335548241509,0.9975659808017551
r1i1p1f1,7,factual,2004-06-16 00:00:00,-14.586391,26.514084,0.6789373197590002,0.9971645759596252,0.2560841034090482,0.9732740872967393,0.9924299569067307,0.9999916071039269
r1i1p1f1,8,factual,2004-06-16 00:00:00,53.12759,11.764706,0.9828776512349453,0.8433544268491802,0.0,0.8960859080337464,0.9779241007157217,0.8317028384574379
r1i1p1f1,9,factual,2004-07-16 12:00:00,-72.54161,114.03409,0.9877257261203211,0.5779172221583098,0.0,0.908282125099726,0.9283825244137616,0.9998422901222062
r1i1p1f1,10,factual,2004-07-16 12:00:00,-20.189835,135.57971,0.8855371052180676,0.9787358511359084,0.9948369659893501,0.8472651766355858,0.9913370046207576,0.0
r1i1p1f1,11,factual,2004-07-16 12:00:00,25.352112,22.57353,0.7489085231196313,0.9371959075015339,0.0,0.49438213214977234,0.6213967520589159,0.9660284322681889
r1i1p1f1,12,factual,2004-10-16 12:00:00,-21.512012,27.720589,0.8134175506078896,0.98536000397968,0.9953918159014699,0.8872305727165591,0.9606138325949753,0.9485349988502894
r1i1p1f1,13,factual,2004-10-16 12:00:00,52.052746,263.03192,0.943537327590342,0.7856548919011515,0.1691615684139527,0.9780301916881181,0.9938944621987231,0.0
r1i1p1f1,14,factual,2004-11-16 00:00:00,49.35484,245.48387,0.9432045475262099,0.8159409446666279,0.0,0.9318407629845218,0.9657969080622864,0.9623614417726076
r1i1p1f1,15,factual,2004-11-16 00:00:00,67.53214,100.54348,0.9648422324540221,0.9213373039520725,0.0,0.9605529566573013,0.9902182801861602,0.9688350601318676
r1i1p1f1,16,factual,2004-12-16 12:00:00,32.746475,261.18054,0.7395896128148707,0.8721787038686013,0.9750912778281658,0.9241301311818917,0.9526220953520402,0.0
